Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1144,15.3324,0.4411,0.81
10,0.1139,15.3533,0.4380,1.76
20,0.1129,15.3908,0.4502,1.92
30,0.1108,15.4722,0.4708,3.57
40,0.1097,15.5154,0.4707,4.86
50,0.1090,15.5443,0.4811,5.98
60,0.1056,15.6793,0.4982,6.73
70,0.1034,15.7744,0.5092,7.60
80,0.1031,15.7865,0.5192,9.05
90,0.1029,15.7925,0.5194,8.18
100,0.1039,15.7505,0.5236,7.58
110,0.1042,15.7397,0.5229,7.52
120,0.1037,15.7618,0.5206,7.09
130,0.1022,15.8252,0.5238,7.67
140,0.1086,15.5596,0.5406,8.55
150,0.0947,16.1534,0.5535,9.69
160,0.0914,16.3085,0.5800,10.45
170,0.0923,16.2646,0.5789,10.52
180,0.0842,16.6659,0.6004,11.21
190,0.0823,16.7648,0.6004,10.98
200,0.0873,16.5079,0.5622,8.69
210,0.0919,16.2853,0.5458,8.55
220,0.0956,16.1147,0.5169,6.87
230,0.0949,16.1473,0.5173,6.60
240,0.0954,16.1243,0.5272,6.64
250,0.0946,16.1610,0.5417,8.27
260,0.0936,16.2037,0.5531,8.00
270,0.0938,16.1939,0.5534,8.68
280,0.0949,16.1473,0.5467,8.67
290,0.0992,15.9532,0.5378,9.00
300,0.0984,15.9900,0.5379,9.40
310,0.1280,14.8473,0.4806,8.43
320,0.1073,15.6102,0.5178,8.71
330,0.1097,15.5146,0.5258,8.53
340,0.1099,15.5077,0.5273,8.63
350,0.1108,15.4739,0.5231,8.70
360,0.1028,15.7962,0.5224,8.93
370,0.1036,15.7655,0.5140,8.88
380,0.1025,15.8108,0.5086,9.38
390,0.0933,16.2197,0.4981,8.66
400,0.0969,16.0564,0.4786,8.21
410,0.0920,16.2795,0.4886,8.86
420,0.0889,16.4307,0.4978,8.31
430,0.0887,16.4371,0.4966,7.75
440,0.0918,16.2905,0.4927,7.32
450,0.0921,16.2763,0.4857,7.04
460,0.0920,16.2811,0.4872,7.20
470,0.1086,15.5611,0.4833,6.63
480,0.1114,15.4481,0.4645,5.01
490,0.1135,15.3669,0.4681,4.13
500,0.3552,10.4474,0.2114,4.36
510,0.3553,10.4465,0.2154,5.47
520,0.3560,10.4382,0.2189,6.01
530,0.3562,10.4357,0.2196,6.72
540,0.3573,10.4222,0.2232,6.47
550,0.3541,10.4607,0.2282,6.15
560,0.3301,10.7653,0.2325,6.13
570,0.3314,10.7489,0.2321,6.65
580,0.3218,10.8763,0.2369,6.38
590,0.3215,10.8806,0.2368,6.03
600,0.3354,10.6961,0.2351,5.89
610,0.3403,10.6341,0.2307,5.47
620,0.3395,10.6437,0.2255,4.65
630,0.3407,10.6285,0.2274,5.12
640,0.3399,10.6383,0.2201,4.79
650,0.3551,10.4488,0.2138,4.48
660,0.3561,10.4370,0.2133,4.38
670,0.3597,10.3934,0.2117,4.26
680,0.3586,10.4056,0.2118,4.27
690,0.3585,10.4075,0.2112,4.04
700,0.3592,10.3986,0.2113,4.12
710,0.3564,10.4323,0.2134,5.15
720,0.3496,10.5169,0.2210,5.19
730,0.3518,10.4898,0.2182,5.01
740,0.3501,10.5107,0.2162,4.60
750,0.3500,10.5116,0.2156,4.38
760,0.3539,10.4632,0.2175,4.66
770,0.3532,10.4721,0.2180,5.05
780,0.3181,10.9271,0.2392,6.26
790,0.3054,11.1040,0.2458,6.62
800,0.2980,11.2104,0.2536,7.03
810,0.2679,11.6724,0.2619,7.91
820,0.2537,11.9084,0.2797,9.30
830,0.2306,12.3238,0.2860,9.07
840,0.2314,12.3083,0.2886,9.51
850,0.2319,12.2995,0.2871,8.98
860,0.2235,12.4586,0.2962,8.79
870,0.2186,12.5547,0.3008,9.02
880,0.2213,12.5020,0.2898,7.70
890,0.2303,12.3284,0.2804,7.55
900,0.2294,12.3466,0.2806,7.59
910,0.2325,12.2874,0.2748,7.44
920,0.2335,12.2695,0.2706,7.03
930,0.2298,12.3393,0.2732,6.95
940,0.2254,12.4226,0.2765,6.89
950,0.2451,12.0591,0.2734,7.31
960,0.2478,12.0111,0.2726,8.35
970,0.2460,12.0424,0.2749,8.51
980,0.2470,12.0258,0.2766,8.48
990,0.2467,12.0299,0.2768,8.61
