Epoch,Batch,MSE,PSNR,SSIM
1,1,0.8901,6.2808,0.4875
1,2,0.8667,6.3908,0.6119
1,3,0.7549,6.9716,0.5158
1,4,0.7192,7.1871,0.6882
1,5,0.6394,7.7088,0.6148
1,6,0.5548,8.3109,0.5759
1,7,0.5358,8.5286,nan
1,8,0.4950,9.0147,0.4896
1,9,0.4175,9.6445,0.5722
1,10,0.4896,9.5136,0.6811
1,11,0.3281,10.8580,0.6719
1,12,0.3256,11.1532,0.7748
1,13,0.3468,11.0026,0.6006
1,14,0.3218,11.2386,0.7411
1,15,0.4500,10.4334,0.6256
1,16,0.3097,11.7558,0.6277
1,17,0.3398,11.6943,0.7845
1,18,0.4153,11.4368,0.7704
1,19,0.2936,13.1241,0.6203
1,20,0.2673,13.5913,0.5902
1,21,0.2457,13.8295,0.8427
1,22,0.2982,13.0422,0.7134
1,23,0.1841,14.4838,0.8664
1,24,0.2760,13.3740,0.7526
1,25,0.3220,12.2967,0.7130
2,1,0.5056,9.9899,0.6854
2,2,0.1618,15.8631,0.8304
2,3,0.4816,11.8573,0.6898
2,4,0.4445,10.8140,0.7731
2,5,0.3417,12.6353,0.8323
2,6,0.3195,13.5778,0.8408
2,7,0.1912,13.8347,0.7666
2,8,0.1722,15.2253,0.8040
2,9,0.4316,11.6210,0.7480
2,10,0.2718,13.8771,0.7592
2,11,0.1314,15.2795,0.8578
2,12,0.2290,14.8592,0.8467
2,13,0.4877,11.7026,0.6788
2,14,0.4034,12.3897,0.7548
2,15,0.3028,13.5615,0.7533
2,16,0.1508,14.7270,0.8604
2,17,0.4837,10.9139,0.7039
2,18,0.3496,12.8498,0.7859
2,19,0.4317,11.6825,0.7360
2,20,0.2673,14.3953,0.8154
2,21,0.3289,14.5570,0.7485
2,22,0.2544,14.7513,0.7372
2,23,0.2943,13.3856,0.6711
2,24,0.3295,11.9144,0.6390
2,25,0.2819,13.5334,0.7698
3,1,0.3139,13.9343,0.7629
3,2,0.2057,14.6744,0.8313
3,3,0.0850,17.6720,0.8599
3,4,0.2367,15.8695,0.8494
3,5,0.2285,13.6145,0.7046
3,6,0.1603,14.7231,0.8187
3,7,0.2648,15.4060,0.8276
3,8,0.3692,13.2206,0.8272
3,9,0.2732,15.0482,0.7709
3,10,0.3071,13.8024,0.7191
3,11,0.1874,16.3863,0.8911
3,12,0.1416,18.7468,0.7922
3,13,0.0889,17.6772,0.8694
3,14,0.2752,14.7236,0.7592
3,15,0.1774,16.5362,0.7329
3,16,0.1722,17.3689,nan
3,17,0.2379,16.4801,0.7504
3,18,0.2661,13.3437,0.6369
3,19,0.2393,13.0918,0.7260
3,20,0.3892,12.0834,0.7577
3,21,0.4006,13.6640,0.8169
3,22,0.1931,16.5171,0.7808
3,23,0.3911,14.0410,0.7578
3,24,0.3162,12.9413,0.7453
3,25,0.1475,17.7392,0.8858
4,1,0.2057,16.6407,0.8352
4,2,0.1918,16.0292,0.8411
4,3,0.1176,17.7347,0.8310
4,4,0.4351,12.8299,0.6035
4,5,0.2964,13.0089,0.7126
4,6,0.1392,15.9287,0.7786
4,7,0.1631,16.2853,0.7607
