Epoch,Batch,MSE,PSNR,SSIM
1,1,0.9556,5.9650,0.6787
1,2,0.8197,6.6609,0.4439
1,3,0.8240,6.5993,0.7715
1,4,0.7379,7.0604,0.6433
1,5,0.6636,7.5399,0.6832
1,6,0.6152,7.8670,0.4523
1,7,0.5215,8.6149,0.6332
1,8,0.5292,8.6654,0.7232
1,9,0.4591,9.3033,0.4564
1,10,0.3772,10.2916,0.7387
1,11,0.3169,11.2583,0.7119
1,12,0.3713,10.7242,0.7222
1,13,0.3701,11.1137,0.7420
1,14,0.2845,11.8118,0.7023
1,15,0.4113,11.0141,0.7333
1,16,0.4902,10.3048,0.7583
1,17,0.4984,9.4731,0.6390
1,18,0.4218,11.6478,nan
1,19,0.3517,11.7109,0.7945
1,20,0.2868,13.1261,0.7852
1,21,0.3087,12.8177,0.8060
1,22,0.4916,10.5947,0.7326
1,23,0.2336,13.8582,0.7779
1,24,0.3861,12.3321,0.7068
1,25,0.2976,13.8138,0.7909
2,1,0.4177,11.5394,0.7158
2,2,0.2433,14.2542,0.7476
2,3,0.1845,15.4015,0.8312
2,4,0.3172,12.3872,0.8183
2,5,0.4250,12.2387,0.6887
2,6,0.2043,15.0189,0.8200
2,7,0.2011,15.5550,0.8935
2,8,0.4148,11.6043,0.7725
2,9,0.1083,16.1716,0.8019
2,10,0.4276,11.1418,0.6978
2,11,0.3074,11.9851,0.8227
2,12,0.2982,13.3371,0.8463
2,13,0.1985,15.7254,0.8301
2,14,0.3087,12.4322,0.7619
2,15,0.4811,10.0713,0.7357
2,16,0.2711,14.9121,0.7084
2,17,0.2930,14.6791,0.7325
2,18,0.1323,17.0169,0.7931
2,19,0.3128,12.9889,0.8506
2,20,0.4850,11.4029,0.5896
2,21,0.1575,14.8556,0.8525
2,22,0.1707,15.4316,0.8131
2,23,0.2316,13.9517,0.7758
2,24,0.2412,12.9455,0.7962
2,25,0.1733,14.4146,0.8227
3,1,0.1604,16.0304,0.8695
3,2,0.2277,14.1173,0.8462
3,3,0.1998,13.6674,0.7888
3,4,0.3209,11.5651,nan
3,5,0.3754,13.3563,0.7111
3,6,0.2314,15.3007,0.8590
3,7,0.1416,17.5002,0.9191
3,8,0.1596,15.3514,0.8609
3,9,0.2451,15.0973,nan
3,10,0.1539,16.6475,0.8468
3,11,0.1439,17.0875,0.8535
3,12,0.2040,14.8377,0.7846
3,13,0.2041,15.3197,0.6972
3,14,0.1611,15.3345,0.8327
3,15,0.2046,17.5824,0.9007
3,16,0.1078,17.1432,0.8581
3,17,0.2406,14.7640,0.7133
3,18,0.2313,14.7281,0.6119
3,19,0.3000,11.4397,0.7146
3,20,0.2358,14.3650,0.7816
3,21,0.2243,16.4249,0.8143
3,22,0.1014,16.5610,nan
3,23,0.2320,15.3226,0.8065
3,24,0.2132,14.0230,0.8133
3,25,0.2182,14.3282,0.7820
4,1,0.2209,15.1008,0.8438
4,2,0.1828,15.6416,0.7913
4,3,0.0814,17.8719,nan
4,4,0.2218,14.7012,0.8019
4,5,0.1366,16.6788,0.7051
4,6,0.3245,12.8727,0.7283
4,7,0.1673,15.5925,0.8924
4,8,0.1617,17.1988,0.8074
4,9,0.1486,15.8656,0.8134
4,10,0.0811,20.5018,0.8806
4,11,0.0822,19.3176,0.8617
4,12,0.0885,19.3064,0.9164
4,13,0.1387,16.8711,0.8295
4,14,0.1612,16.3751,0.8084
4,15,0.1124,18.0605,0.8561
4,16,0.1322,18.5924,0.8111
4,17,0.1385,19.2326,0.8628
4,18,0.0962,19.4925,0.9048
4,19,0.0843,20.1690,0.8646
4,20,0.1163,18.2335,0.9305
4,21,0.2355,13.3246,0.7713
4,22,0.1113,17.0798,0.8364
4,23,0.1314,17.7960,0.7796
4,24,0.1794,15.6337,0.8054
4,25,0.1134,17.1585,0.7970
5,1,0.0790,18.7484,0.8507
5,2,0.1236,17.6291,0.8893
5,3,0.1177,17.4207,0.8367
5,4,0.1368,16.5079,0.9351
5,5,0.1773,15.1099,0.7910
5,6,0.0957,18.1373,0.7874
5,7,0.1291,17.1754,0.8153
5,8,0.0564,22.2696,0.9207
5,9,0.0851,18.1321,0.8287
5,10,0.1695,18.0345,0.8324
5,11,0.1726,15.6916,0.8302
5,12,0.1402,17.7468,0.7819
5,13,0.0929,17.5140,0.8299
5,14,0.2802,16.0911,nan
5,15,0.1182,18.1442,0.8060
5,16,0.1563,16.6885,0.8473
5,17,0.1473,18.7163,0.8105
5,18,0.2292,15.1923,0.7196
5,19,0.1308,17.0701,0.7843
5,20,0.1195,16.9971,0.8804
5,21,0.2925,14.7119,0.7610
5,22,0.1828,16.7737,nan
5,23,0.1303,16.9079,0.8205
5,24,0.0840,18.6693,0.8342
5,25,0.1773,17.1154,0.8873
6,1,0.1295,17.0605,0.8177
6,2,0.2259,14.8657,0.7127
6,3,0.0543,19.1965,0.8930
6,4,0.1713,14.8639,0.8148
6,5,0.1347,17.3944,0.9084
6,6,0.1025,19.5900,0.8119
6,7,0.0813,18.7008,0.8589
6,8,0.0989,19.6656,nan
6,9,0.2038,17.3129,0.8940
6,10,0.1369,16.6952,0.8028
6,11,0.1374,20.4095,0.7698
6,12,0.0875,19.4406,nan
6,13,0.1869,17.3985,0.8088
6,14,0.0946,19.8575,0.8429
6,15,0.1014,19.4242,0.8344
6,16,0.1249,17.4780,0.8577
6,17,0.0939,18.4271,0.8371
6,18,0.1024,19.4595,0.8722
6,19,0.1060,19.9823,0.8387
6,20,0.1305,18.1449,0.9107
6,21,0.1802,16.9011,0.7184
6,22,0.1004,18.5105,0.8261
6,23,0.0519,22.8275,0.9001
6,24,0.0974,19.7743,0.8514
6,25,0.1162,19.2341,0.8228
7,1,0.0777,19.9119,0.8731
7,2,0.0913,19.9918,0.8848
7,3,0.1059,18.6412,0.8729
7,4,0.0705,19.9912,0.8790
7,5,0.0885,20.1813,0.8249
7,6,0.0795,19.4439,0.9145
7,7,0.1185,18.4526,0.8632
7,8,0.0390,23.0353,0.9388
7,9,0.1113,19.7557,0.8783
7,10,0.0817,21.5528,0.9610
7,11,0.1009,21.4897,0.9299
7,12,0.0436,22.5104,0.9548
7,13,0.0789,20.9094,0.9326
7,14,0.0361,22.0256,nan
7,15,0.0721,20.6146,0.8884
7,16,0.0606,23.4891,0.9116
7,17,0.0918,19.5639,0.8483
7,18,0.1199,19.7636,0.9426
7,19,0.0676,22.1830,0.8749
7,20,0.0612,21.4164,0.8995
7,21,0.1217,21.2621,0.8852
7,22,0.1362,20.8112,0.8660
7,23,0.0520,21.2526,0.8185
7,24,0.0559,21.8004,0.8682
7,25,0.1226,19.6116,nan
8,1,0.0771,20.8942,0.8708
8,2,0.0702,19.6290,0.8574
8,3,0.0833,20.2566,0.8935
8,4,0.0885,17.9087,0.8846
8,5,0.0840,20.4760,0.8453
8,6,0.0773,20.1105,0.8679
8,7,0.1324,19.3455,0.8344
8,8,0.0621,23.8230,0.8907
8,9,0.0765,20.5202,0.9124
8,10,0.1048,22.6329,0.9090
8,11,0.1094,20.0183,0.7810
8,12,0.0643,20.7833,0.8993
8,13,0.1215,20.6416,nan
8,14,0.1476,18.9436,0.7859
8,15,0.2661,16.3937,0.7978
8,16,0.1816,15.5006,0.8114
8,17,0.1298,18.1766,0.8695
8,18,0.0476,24.0584,0.9223
8,19,0.1156,18.3508,0.8377
8,20,0.0506,23.7406,0.9499
8,21,0.0465,23.7919,0.9364
8,22,0.0847,22.4161,0.8953
8,23,0.1354,19.5044,0.8638
8,24,0.0452,22.4219,0.8756
8,25,0.0972,21.1301,0.8256
