Step,MSE,PSNR,SSIM,Percentage Explored
0,0.2199,12.4965,0.3174,0.81
10,0.1964,12.9863,0.3283,2.08
20,0.1579,13.9331,0.3433,3.39
30,0.1569,13.9618,0.3468,4.26
40,0.1563,13.9773,0.3477,4.82
50,0.1617,13.8306,0.3486,5.03
60,0.1612,13.8434,0.3488,5.03
70,0.1540,14.0417,0.3553,5.44
80,0.1529,14.0748,0.3557,5.53
90,0.1457,14.2846,0.3638,6.50
100,0.1303,14.7697,0.3790,8.52
110,0.1242,14.9764,0.3848,9.55
120,0.1209,15.0933,0.3926,10.72
130,0.0937,16.1991,0.4194,12.42
140,0.0925,16.2541,0.4183,12.71
150,0.0913,16.3132,0.4283,13.65
160,0.0903,16.3611,0.4296,14.53
170,0.0896,16.3928,0.4339,15.48
180,0.0901,16.3715,0.4331,15.48
190,0.0895,16.3983,0.4348,15.48
200,0.0889,16.4269,0.4386,15.87
210,0.0888,16.4327,0.4378,15.87
220,0.0889,16.4273,0.4410,16.81
230,0.0896,16.3935,0.4394,18.70
240,0.0692,17.5140,0.4740,19.84
250,0.0690,17.5310,0.4759,20.20
260,0.0674,17.6334,0.4823,20.62
270,0.0660,17.7256,0.4864,21.24
280,0.0659,17.7288,0.4938,21.63
290,0.0657,17.7441,0.4939,21.76
300,0.0653,17.7719,0.4949,21.79
310,0.0653,17.7708,0.4963,21.95
320,0.0653,17.7695,0.4964,21.95
330,0.0649,17.7949,0.4980,22.15
340,0.0648,17.8005,0.4986,22.25
350,0.0652,17.7769,0.4973,22.47
360,0.0656,17.7472,0.4970,22.70
370,0.0657,17.7416,0.4981,22.70
380,0.0655,17.7568,0.4967,22.70
390,0.0654,17.7616,0.4994,22.77
400,0.0646,17.8160,0.5019,22.86
410,0.0649,17.7949,0.5023,22.90
420,0.0645,17.8233,0.5018,22.90
430,0.0645,17.8218,0.5030,23.48
440,0.0645,17.8198,0.5050,23.91
450,0.0634,17.8988,0.5116,24.27
460,0.0634,17.8957,0.5122,24.56
470,0.0633,17.9042,0.5136,24.56
480,0.0633,17.9043,0.5134,24.66
490,0.0632,17.9092,0.5136,24.66
500,0.0631,17.9178,0.5124,24.69
510,0.0630,17.9211,0.5133,24.79
520,0.0630,17.9274,0.5143,24.79
530,0.0628,17.9377,0.5144,24.79
540,0.0628,17.9403,0.5154,24.87
550,0.0626,17.9513,0.5147,24.87
560,0.0628,17.9371,0.5146,24.87
570,0.0625,17.9597,0.5156,25.54
580,0.0618,18.0095,0.5190,25.90
590,0.0619,17.9987,0.5215,25.90
600,0.0617,18.0151,0.5200,25.99
610,0.0616,18.0208,0.5188,26.28
620,0.0614,18.0333,0.5190,26.28
630,0.0618,18.0114,0.5181,26.28
640,0.0618,18.0080,0.5195,26.28
650,0.0622,17.9796,0.5169,26.28
660,0.0616,18.0231,0.5186,26.28
670,0.0621,17.9856,0.5164,26.28
680,0.0621,17.9882,0.5176,26.28
690,0.0619,17.9990,0.5182,26.28
700,0.0619,18.0029,0.5180,26.28
710,0.0619,17.9986,0.5180,26.28
720,0.0617,18.0173,0.5191,26.28
730,0.0615,18.0265,0.5193,26.28
740,0.0620,17.9930,0.5177,26.28
750,0.0622,17.9820,0.5160,26.28
760,0.0614,18.0353,0.5197,26.32
770,0.0599,18.1403,0.5223,27.32
780,0.0570,18.3584,0.5325,29.31
790,0.0562,18.4211,0.5367,30.24
800,0.0551,18.5096,0.5443,31.66
810,0.0547,18.5371,0.5456,31.68
820,0.0547,18.5349,0.5449,31.74
830,0.0545,18.5551,0.5471,32.01
840,0.0545,18.5559,0.5452,32.01
850,0.0542,18.5759,0.5469,32.01
860,0.0550,18.5120,0.5450,32.01
870,0.0544,18.5621,0.5456,32.20
880,0.0570,18.3628,0.5461,33.18
890,0.0568,18.3751,0.5457,33.70
900,0.0569,18.3674,0.5467,34.22
910,0.0522,18.7443,0.5617,35.94
920,0.0456,19.3261,0.5711,36.53
930,0.0457,19.3183,0.5711,36.79
940,0.0432,19.5616,0.5766,37.28
950,0.0402,19.8794,0.5852,38.45
960,0.0399,19.9068,0.5912,38.97
970,0.0398,19.9170,0.5908,39.00
980,0.0398,19.9136,0.5922,39.04
990,0.0392,19.9860,0.5954,39.49
