Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1402,14.4508,0.3750,0.81
10,0.1377,14.5276,0.3735,3.45
20,0.1318,14.7177,0.3764,5.08
30,0.1264,14.8988,0.3932,7.13
40,0.1273,14.8701,0.3882,7.91
50,0.1266,14.8920,0.3915,8.17
60,0.1283,14.8356,0.3806,9.28
70,0.1284,14.8314,0.3807,9.41
80,0.1278,14.8536,0.3862,9.90
90,0.1282,14.8396,0.3863,9.90
100,0.1280,14.8450,0.3754,10.58
110,0.1295,14.7941,0.3722,12.40
120,0.1263,14.9042,0.3817,13.28
130,0.1271,14.8758,0.3820,13.89
140,0.1218,15.0603,0.3898,15.44
150,0.1208,15.0982,0.3938,15.80
160,0.1192,15.1561,0.3963,17.23
170,0.1183,15.1886,0.3941,17.66
180,0.1195,15.1456,0.3845,18.40
190,0.1183,15.1886,0.3949,18.67
200,0.1201,15.1225,0.3807,19.41
210,0.1192,15.1536,0.3846,19.41
220,0.1184,15.1833,0.3860,20.07
230,0.1168,15.2416,0.3851,20.88
240,0.1171,15.2335,0.3857,21.01
250,0.1177,15.2106,0.3861,21.45
260,0.1156,15.2877,0.3891,22.19
270,0.1151,15.3072,0.3852,23.05
280,0.1141,15.3464,0.3914,23.52
290,0.1167,15.2459,0.3826,23.74
300,0.1145,15.3314,0.3910,24.02
310,0.1150,15.3111,0.3940,24.15
320,0.1182,15.1914,0.3782,24.24
330,0.1161,15.2681,0.3811,24.75
340,0.1155,15.2928,0.3893,24.75
350,0.1152,15.3034,0.3881,24.75
360,0.1187,15.1743,0.3760,24.78
370,0.1173,15.2235,0.3778,25.16
380,0.1126,15.4015,0.3887,26.11
390,0.1125,15.4082,0.3876,26.66
400,0.1143,15.3385,0.3912,26.89
410,0.1150,15.3118,0.3814,27.44
420,0.1140,15.3506,0.3887,27.44
430,0.1134,15.3717,0.3887,27.44
440,0.1124,15.4095,0.3939,27.58
450,0.1133,15.3753,0.3824,29.04
460,0.1091,15.5400,0.3946,30.21
470,0.1098,15.5105,0.3890,30.70
480,0.1093,15.5322,0.3943,30.70
490,0.1100,15.5047,0.3872,30.70
500,0.1099,15.5071,0.3915,30.79
510,0.1103,15.4912,0.3876,30.86
520,0.1109,15.4680,0.3825,31.93
530,0.1171,15.2318,0.3624,32.87
540,0.1147,15.3220,0.3720,33.82
550,0.1131,15.3814,0.3756,33.85
560,0.1137,15.3600,0.3799,34.04
570,0.1190,15.1632,0.3759,35.48
580,0.1005,15.8973,0.4104,36.55
590,0.0978,16.0149,0.4143,36.78
600,0.1010,15.8741,0.4097,36.91
610,0.1001,15.9145,0.4086,36.91
620,0.0982,15.9945,0.4023,37.01
630,0.0981,16.0028,0.4054,37.01
640,0.0979,16.0082,0.4067,37.10
650,0.0954,16.1235,0.4156,37.79
660,0.0951,16.1341,0.4092,39.02
670,0.0915,16.3053,0.4105,39.48
680,0.0898,16.3852,0.4146,39.51
690,0.0925,16.2575,0.4075,39.51
700,0.0913,16.3116,0.4087,39.51
710,0.0916,16.2994,0.4119,39.51
720,0.0920,16.2802,0.4095,39.51
730,0.0908,16.3391,0.4143,39.51
740,0.0900,16.3750,0.4147,39.51
750,0.0855,16.5963,0.4278,40.07
760,0.0797,16.9036,0.4327,41.46
770,0.0781,16.9903,0.4361,43.54
780,0.0759,17.1173,0.4364,43.82
790,0.0731,17.2789,0.4509,44.52
800,0.0758,17.1204,0.4369,44.87
810,0.0759,17.1139,0.4385,45.08
820,0.0744,17.2036,0.4421,45.21
830,0.0741,17.2202,0.4423,45.43
840,0.0731,17.2810,0.4497,45.55
850,0.0712,17.3948,0.4579,46.07
860,0.0720,17.3447,0.4482,46.26
870,0.0732,17.2724,0.4459,47.14
880,0.0755,17.1386,0.4383,47.17
890,0.0759,17.1126,0.4380,47.17
900,0.0745,17.1954,0.4422,47.17
910,0.0739,17.2306,0.4379,47.17
920,0.0748,17.1781,0.4453,47.36
930,0.0726,17.3104,0.4468,47.62
940,0.0746,17.1878,0.4383,47.62
950,0.0742,17.2113,0.4406,47.79
960,0.0756,17.1307,0.4410,48.18
970,0.0749,17.1731,0.4364,48.54
980,0.0752,17.1535,0.4354,48.67
990,0.0740,17.2247,0.4318,49.92
