Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1162,15.2665,0.4410,0.81
10,0.1125,15.4080,0.4484,2.48
20,0.1119,15.4313,0.4476,3.04
30,0.1129,15.3927,0.4409,4.22
40,0.1077,15.5942,0.4735,5.69
50,0.1078,15.5899,0.4747,5.76
60,0.1079,15.5888,0.4742,5.91
70,0.1062,15.6567,0.4861,7.25
80,0.1049,15.7096,0.4886,8.26
90,0.1054,15.6909,0.4872,9.74
100,0.1043,15.7360,0.4906,10.31
110,0.1043,15.7336,0.4901,10.65
120,0.1058,15.6741,0.4928,12.32
130,0.1056,15.6824,0.5000,13.19
140,0.1058,15.6731,0.4983,13.22
150,0.1057,15.6774,0.5102,13.68
160,0.1101,15.5007,0.4994,14.67
170,0.1067,15.6354,0.5064,15.50
180,0.1057,15.6777,0.5100,15.34
190,0.1056,15.6811,0.5115,15.42
200,0.1044,15.7295,0.5130,15.81
210,0.1039,15.7503,0.5128,15.52
220,0.1098,15.5128,0.5115,15.55
230,0.0991,15.9564,0.4984,15.38
240,0.0964,16.0757,0.5320,16.57
250,0.0932,16.2257,0.5502,16.75
260,0.0930,16.2328,0.5476,15.34
270,0.0971,16.0459,0.5359,14.52
280,0.1008,15.8833,0.5381,14.55
290,0.0581,18.2789,0.5937,16.01
300,0.0535,18.6311,0.5970,16.89
310,0.0627,17.9459,0.5960,17.37
320,0.0463,19.2602,0.6050,17.54
330,0.0457,19.3169,0.6106,18.51
340,0.0457,19.3218,0.6141,18.88
350,0.0575,18.3176,0.6047,19.13
360,0.0442,19.4674,0.6094,19.49
370,0.0466,19.2382,0.6191,20.23
380,0.0402,19.8713,0.6404,20.91
390,0.0389,20.0140,0.6405,21.39
400,0.0447,19.4133,0.6256,20.17
410,0.0352,20.4568,0.6364,19.87
420,0.0405,19.8470,0.6111,18.47
430,0.0404,19.8494,0.6094,17.64
440,0.0409,19.7988,0.6045,18.33
450,0.0418,19.7083,0.6035,17.68
460,0.0455,19.3418,0.5760,16.42
470,0.0553,18.4942,0.5474,14.61
480,0.0523,18.7292,0.5347,14.06
490,0.0595,18.1723,0.5509,14.62
500,0.3444,10.5816,0.2143,14.56
510,0.3426,10.6041,0.2064,13.62
520,0.3417,10.6152,0.2021,13.12
530,0.3448,10.5770,0.2071,12.68
540,0.3351,10.7001,0.2271,14.11
550,0.3231,10.8592,0.2372,14.15
560,0.3157,10.9593,0.2430,14.23
570,0.3079,11.0687,0.2441,13.10
580,0.3061,11.0941,0.2496,13.29
590,0.3070,11.0813,0.2464,12.96
600,0.2948,11.2572,0.2556,13.14
610,0.2667,11.6920,0.2632,12.60
620,0.2564,11.8635,0.2644,11.70
630,0.2475,12.0172,0.2706,11.34
640,0.2502,11.9693,0.2778,11.04
650,0.2104,12.7222,0.2960,12.67
660,0.2147,12.6344,0.2979,12.64
670,0.1981,12.9842,0.3254,12.79
680,0.1972,13.0026,0.3302,13.64
690,0.1988,12.9679,0.3260,12.51
700,0.1995,12.9535,0.3285,11.78
710,0.1920,13.1195,0.3493,12.44
720,0.1974,12.9985,0.3432,11.96
730,0.1957,13.0371,0.3264,11.85
740,0.1982,12.9816,0.3227,11.60
750,0.1988,12.9673,0.3198,11.36
760,0.2067,12.7991,0.3194,11.67
770,0.2073,12.7868,0.3225,11.90
780,0.2068,12.7962,0.3230,11.90
790,0.2050,12.8342,0.3222,11.71
800,0.2049,12.8369,0.3226,11.65
810,0.2046,12.8427,0.3221,11.65
820,0.2054,12.8260,0.3224,11.74
830,0.2074,12.7840,0.3154,11.33
840,0.2088,12.7555,0.3116,11.01
850,0.2121,12.6868,0.3063,10.52
860,0.2126,12.6756,0.3064,10.52
870,0.2124,12.6801,0.3046,10.25
880,0.2144,12.6405,0.3043,10.22
890,0.2094,12.7414,0.3126,11.23
900,0.2137,12.6551,0.3123,11.38
910,0.2171,12.5856,0.3013,10.93
920,0.2275,12.3822,0.2777,9.96
930,0.2373,12.2000,0.2641,10.00
940,0.2385,12.1773,0.2638,10.07
950,0.2386,12.1750,0.2639,10.07
960,0.2331,12.2771,0.2696,10.26
970,0.2337,12.2661,0.2698,10.62
980,0.2340,12.2607,0.2705,10.41
990,0.2324,12.2902,0.2759,10.85
