Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1216,15.0683,0.4228,0.81
10,0.1184,15.1848,0.4538,2.12
20,0.1180,15.1990,0.4579,2.67
30,0.1178,15.2062,0.4591,2.93
40,0.1175,15.2170,0.4642,3.06
50,0.1146,15.3247,0.4788,3.87
60,0.1147,15.3231,0.4789,4.36
70,0.1124,15.4104,0.4807,4.76
80,0.1118,15.4330,0.4832,5.12
90,0.1097,15.5161,0.4861,5.60
100,0.1158,15.2807,0.4760,6.18
110,0.0989,15.9676,0.5125,7.79
120,0.0753,17.1495,0.5284,8.88
130,0.0717,17.3598,0.5331,9.73
140,0.0673,17.6382,0.5551,10.49
150,0.0667,17.6756,0.5587,10.82
160,0.0671,17.6484,0.5586,10.86
170,0.0672,17.6421,0.5538,10.71
180,0.0631,17.9155,0.5644,11.18
190,0.0621,17.9902,0.5739,11.60
200,0.0740,17.2242,0.5717,11.86
210,0.0579,18.2919,0.5811,13.43
220,0.0578,18.3022,0.5784,13.67
230,0.0579,18.2936,0.5804,13.65
240,0.0580,18.2809,0.5784,13.45
250,0.0607,18.0892,0.5665,12.63
260,0.0609,18.0697,0.5605,12.07
270,0.0599,18.1447,0.5686,12.55
280,0.0670,17.6553,0.5653,12.01
290,0.0639,17.8660,0.5602,11.83
300,0.0625,17.9605,0.5340,10.24
310,0.0632,17.9125,0.5308,9.41
320,0.0660,17.7232,0.5165,8.86
330,0.0664,17.6956,0.5161,8.84
340,0.0653,17.7659,0.5256,9.42
350,0.0618,18.0048,0.5335,10.17
360,0.0658,17.7372,0.5337,10.20
370,0.0691,17.5247,0.5193,9.75
380,0.0819,16.7869,0.4816,9.14
390,0.0605,18.0977,0.5540,11.22
400,0.0638,17.8675,0.5546,11.81
410,0.0632,17.9126,0.5444,12.83
420,0.0587,18.2303,0.5684,14.46
430,0.0568,18.3759,0.5754,15.66
440,0.0536,18.6243,0.6029,17.33
450,0.0531,18.6697,0.6099,17.91
460,0.0536,18.6221,0.6206,18.15
470,0.0548,18.5324,0.6206,17.95
480,0.0542,18.5773,0.6201,18.15
490,0.0556,18.4643,0.6125,17.38
500,0.3145,10.9755,0.2392,17.91
510,0.3099,11.0399,0.2557,17.52
520,0.3093,11.0477,0.2575,17.51
530,0.3021,11.1505,0.2612,17.91
540,0.2962,11.2358,0.2692,17.12
550,0.2861,11.3878,0.2753,16.93
560,0.2818,11.4531,0.2716,15.93
570,0.2817,11.4542,0.2748,16.00
580,0.2810,11.4646,0.2616,14.56
590,0.2889,11.3442,0.2518,13.66
600,0.3098,11.0416,0.2528,11.99
610,0.3168,10.9443,0.2575,10.81
620,0.3034,11.1324,0.2695,11.43
630,0.3065,11.0874,0.2666,11.64
640,0.3017,11.1570,0.2853,12.84
650,0.2895,11.3352,0.3059,14.55
660,0.2891,11.3411,0.3107,15.26
670,0.2882,11.3554,0.3162,15.73
680,0.2839,11.4202,0.3199,15.79
690,0.2725,11.5984,0.3247,14.91
700,0.2721,11.6041,0.3248,14.94
710,0.2745,11.5667,0.3098,14.72
720,0.2745,11.5667,0.3098,14.72
730,0.2761,11.5413,0.3080,14.75
740,0.2753,11.5537,0.3136,15.81
750,0.2798,11.4837,0.3157,15.48
760,0.3167,10.9455,0.3018,14.43
770,0.3150,10.9696,0.3037,14.58
780,0.3157,10.9598,0.3034,14.60
790,0.3211,10.8865,0.2977,13.97
800,0.3228,10.8633,0.2932,13.47
810,0.3279,10.7953,0.2860,12.90
820,0.3226,10.8650,0.2899,13.20
830,0.2821,11.4475,0.3024,14.44
840,0.2795,11.4890,0.3063,14.74
850,0.3068,11.0830,0.3038,14.75
860,0.2585,11.8284,0.3299,16.45
870,0.2549,11.8883,0.3480,17.19
880,0.2546,11.8943,0.3486,16.51
890,0.2554,11.8799,0.3444,16.41
900,0.2548,11.8903,0.3423,15.29
910,0.2551,11.8846,0.3376,14.58
920,0.2552,11.8832,0.3369,14.42
930,0.2553,11.8822,0.3352,14.05
940,0.2553,11.8818,0.3360,14.51
950,0.2584,11.8294,0.3297,14.10
960,0.2718,11.6096,0.3105,12.47
970,0.2758,11.5470,0.2994,11.57
980,0.2758,11.5470,0.3006,11.75
990,0.2763,11.5379,0.2983,11.65
