Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1127,15.3976,0.4501,0.81
10,0.1118,15.4324,0.4499,3.21
20,0.1141,15.3456,0.4348,3.74
30,0.1115,15.4441,0.4511,4.36
40,0.1111,15.4602,0.4535,5.29
50,0.1107,15.4759,0.4545,5.29
60,0.1093,15.5307,0.4644,6.25
70,0.1102,15.4963,0.4609,6.97
80,0.1110,15.4638,0.4567,8.38
90,0.1122,15.4178,0.4429,10.55
100,0.1138,15.3573,0.4312,11.01
110,0.1130,15.3873,0.4355,11.04
120,0.1117,15.4381,0.4447,10.69
130,0.1118,15.4317,0.4402,11.67
140,0.1123,15.4142,0.4425,11.84
150,0.1126,15.4032,0.4372,11.84
160,0.1117,15.4366,0.4455,11.84
170,0.1123,15.4152,0.4409,11.70
180,0.1126,15.4028,0.4376,11.38
190,0.1122,15.4182,0.4415,11.08
200,0.1122,15.4179,0.4453,10.63
210,0.1117,15.4369,0.4490,10.21
220,0.1115,15.4468,0.4556,9.92
230,0.1108,15.4715,0.4543,9.53
240,0.1122,15.4188,0.4502,9.53
250,0.1109,15.4674,0.4617,9.90
260,0.1109,15.4688,0.4589,9.77
270,0.1107,15.4750,0.4554,10.00
280,0.1104,15.4895,0.4632,9.37
290,0.1123,15.4128,0.4626,9.57
300,0.1084,15.5660,0.4761,10.59
310,0.1079,15.5889,0.4760,9.89
320,0.1096,15.5177,0.4580,11.47
330,0.1094,15.5288,0.4607,11.74
340,0.1115,15.4434,0.4469,13.17
350,0.1119,15.4296,0.4439,13.79
360,0.1120,15.4255,0.4413,14.61
370,0.1020,15.8307,0.4492,16.04
380,0.0997,15.9299,0.4571,17.21
390,0.0985,15.9830,0.4605,16.83
400,0.0977,16.0198,0.4675,16.09
410,0.0968,16.0570,0.4672,15.56
420,0.0997,15.9329,0.4556,14.95
430,0.0988,15.9686,0.4602,15.48
440,0.0979,16.0099,0.4814,16.12
450,0.0952,16.1318,0.4884,16.47
460,0.0951,16.1350,0.4887,16.96
470,0.0950,16.1385,0.4883,17.41
480,0.0917,16.2950,0.4914,18.59
490,0.0928,16.2416,0.4845,18.95
500,0.3337,10.7184,0.2157,19.14
510,0.3345,10.7082,0.2182,18.57
520,0.3345,10.7085,0.2105,18.26
530,0.3368,10.6785,0.2068,17.36
540,0.3439,10.5881,0.1998,16.09
550,0.3440,10.5861,0.1949,16.24
560,0.3432,10.5968,0.1975,15.33
570,0.3391,10.6495,0.1990,15.73
580,0.3392,10.6475,0.1938,16.08
590,0.3332,10.7253,0.1976,17.35
600,0.3195,10.9075,0.1978,17.40
610,0.3114,11.0195,0.2050,17.41
620,0.2934,11.2777,0.2037,16.63
630,0.2904,11.3224,0.1979,16.69
640,0.2956,11.2454,0.2063,16.92
650,0.2847,11.4087,0.2037,16.88
660,0.2799,11.4821,0.2119,16.75
670,0.2784,11.5054,0.2082,16.20
680,0.2770,11.5272,0.2151,17.25
690,0.2729,11.5920,0.2193,17.77
700,0.2614,11.7784,0.2326,17.45
710,0.2615,11.7771,0.2322,16.01
720,0.2601,11.8001,0.2286,15.03
730,0.2656,11.7101,0.2344,14.89
740,0.2588,11.8226,0.2450,15.45
750,0.2605,11.7934,0.2481,14.84
760,0.2609,11.7880,0.2463,14.51
770,0.2571,11.8508,0.2514,13.16
780,0.2574,11.8457,0.2501,12.43
790,0.2592,11.8156,0.2346,11.50
800,0.2672,11.6842,0.2253,10.98
810,0.2673,11.6830,0.2277,11.05
820,0.2837,11.4235,0.2185,10.52
830,0.2863,11.3845,0.2167,9.40
840,0.2846,11.4096,0.2189,9.28
850,0.2835,11.4261,0.2192,10.79
860,0.2847,11.4081,0.2226,11.59
870,0.2827,11.4393,0.2246,11.32
880,0.2819,11.4506,0.2287,11.22
890,0.2823,11.4454,0.2231,11.19
900,0.2814,11.4590,0.2213,11.67
910,0.2808,11.4683,0.2209,11.88
920,0.2829,11.4355,0.2187,12.97
930,0.2807,11.4694,0.2218,12.99
940,0.2814,11.4592,0.2189,13.28
950,0.2811,11.4641,0.2181,12.92
960,0.2816,11.4560,0.2203,12.99
970,0.2828,11.4380,0.2146,13.04
980,0.2834,11.4284,0.2194,12.39
990,0.2828,11.4369,0.2188,12.30
