Folder,Image,MSE,PSNR,SSIM
18,18_080,0.0021,32.7840,0.9578
18,18_090,0.0125,24.9782,0.9394
18,18_100,0.0005,38.9061,0.9776
20,20_010,0.0062,28.0276,0.9495
20,20_020,0.0130,24.8216,0.9168
20,20_030,0.0083,26.7237,0.9127
20,20_040,0.0145,24.3424,0.9079
20,20_050,0.0057,28.3773,0.9307
20,20_060,0.0007,37.7176,0.9679
20,20_070,0.0005,38.8570,0.9643
20,20_080,0.0034,30.5844,0.9334
20,20_090,0.0119,25.1411,0.9099
20,20_100,0.0005,39.3491,0.9691
21,21_010,0.0044,29.4690,0.9769
21,21_020,0.0247,22.0220,0.8854
21,21_030,0.0059,28.2237,0.9273
21,21_040,0.0025,31.9652,0.9445
21,21_050,0.0014,34.3677,0.9696
21,21_060,0.0052,28.8023,0.9384
21,21_070,0.0031,31.0234,0.9383
21,21_080,0.0023,32.2658,0.9301
21,21_090,0.0043,29.6136,0.9363
21,21_100,0.0052,28.7919,0.9245
22,22_010,0.0001,45.2856,0.9914
22,22_020,0.0152,24.0955,0.9458
22,22_030,0.0040,29.9109,0.9581
22,22_040,0.0132,24.7339,0.9272
22,22_050,0.0186,23.2133,0.8777
22,22_060,0.0138,24.5291,0.8822
22,22_070,0.0059,28.1938,0.9085
22,22_080,0.0138,24.5296,0.9078
22,22_090,0.0028,31.4680,0.9427
22,22_100,0.0055,28.5418,0.9228
23,23_010,0.0090,26.3548,0.9520
23,23_020,0.0147,24.2135,0.9265
23,23_030,0.0013,34.6063,0.9613
23,23_040,0.0092,26.2570,0.9649
23,23_050,0.0078,27.0190,0.9282
23,23_060,0.0034,30.5741,0.9733
23,23_070,0.0031,31.0106,0.9670
23,23_080,0.0027,31.6778,0.9743
23,23_090,0.0015,34.2501,0.9713
23,23_100,0.0029,31.2380,0.9348
24,24_010,0.0063,27.9572,0.9488
24,24_020,0.0033,30.7561,0.9540
24,24_030,0.0017,33.5641,0.9732
24,24_040,0.0113,25.3364,0.9379
24,24_050,0.0052,28.7549,0.9436
24,24_060,0.0095,26.1437,0.9034
24,24_070,0.0169,23.6404,0.9124
24,24_080,0.0027,31.5431,0.9405
24,24_090,0.0010,35.7406,0.9570
24,24_100,0.0075,27.1729,0.9054
25,25_010,0.0089,26.4317,0.9435
25,25_020,0.0053,28.6928,0.9440
25,25_030,0.0032,30.9142,0.9409
25,25_040,0.0061,28.0494,0.9253
25,25_050,0.0071,27.4096,0.9302
25,25_060,0.0079,26.9193,0.9133
25,25_070,0.0031,31.0440,0.9461
25,25_080,0.0070,27.4917,0.9373
25,25_090,0.0094,26.2083,0.9283
25,25_100,0.0042,29.7211,0.9140
26,26_010,0.0124,24.9744,0.9336
26,26_020,0.0277,21.4870,0.8709
26,26_030,0.0058,28.3189,0.9141
26,26_040,0.0122,25.0428,0.9029
26,26_050,0.0022,32.5061,0.9602
26,26_060,0.0019,33.0469,0.9496
26,26_070,0.0040,29.8829,0.9304
26,26_080,0.0024,32.1912,0.9379
26,26_090,0.0010,35.7928,0.9580
26,26_099,0.0006,38.1667,0.9761
27,27_010,0.0118,25.2077,0.9191
27,27_020,0.0105,25.6856,0.9375
27,27_030,0.0055,28.5142,0.9446
27,27_040,0.0069,27.5006,0.9240
27,27_050,0.0033,30.7318,0.9311
27,27_060,0.0066,27.7081,0.9474
27,27_070,0.0016,33.7863,0.9477
27,27_080,0.0044,29.5248,0.9201
27,27_090,0.0011,35.3193,0.9537
27,27_100,0.0012,34.9709,0.9505
28,28_010,0.0139,24.5013,0.9145
28,28_020,0.0118,25.1841,0.9519
28,28_030,0.0012,35.1107,0.9714
28,28_040,0.0058,28.2800,0.9520
28,28_050,0.0001,45.1910,0.9882
28,28_060,0.0006,38.4690,0.9716
28,28_070,0.0020,32.9709,0.9752
28,28_080,0.0009,36.1981,0.9656
28,28_090,0.0039,30.0529,0.9507
28,28_100,0.0112,25.4319,0.9238
29,29_010,0.0007,37.2908,0.9857
29,29_020,0.0039,29.9821,0.9414
29,29_030,0.0159,23.8969,0.8824
29,29_040,0.0055,28.5162,0.9382
29,29_050,0.0159,23.8909,0.9142
29,29_060,0.0013,34.6481,0.9555
29,29_070,0.0080,26.9023,0.9240
29,29_080,0.0065,27.8076,0.9259
29,29_090,0.0014,34.4244,0.9590
29,29_098,0.0050,28.8945,0.9206
30,30_010,0.0040,29.8595,0.9674
30,30_020,0.0034,30.5818,0.9794
30,30_030,0.0055,28.4728,0.9420
30,30_040,0.0003,41.5012,0.9800
30,30_050,0.0008,36.6780,0.9824
30,30_060,0.0069,27.4949,0.9579
30,30_070,0.0004,39.9335,0.9694
30,30_080,0.0001,45.0440,0.9873
30,30_090,0.0050,28.8596,0.9557
30,30_100,0.0012,35.0405,0.9757
32,32_010,0.0001,45.7652,0.9897
32,32_020,0.0000,52.3365,0.9971
32,32_030,0.0000,49.0499,0.9946
32,32_040,0.0114,25.3464,0.9483
32,32_050,0.0141,24.4242,0.9469
32,32_060,0.0102,25.8035,0.9396
32,32_070,0.0003,41.3461,0.9919
32,32_080,0.0038,30.1300,0.9764
32,32_090,0.0003,41.6128,0.9854
32,32_100,0.0005,38.5863,0.9851
33,33_010,0.0029,31.3274,0.9661
33,33_020,0.0072,27.3174,0.9262
33,33_030,0.0019,33.1834,0.9697
33,33_040,0.0002,42.2936,0.9888
33,33_050,0.0094,26.2039,0.9438
33,33_060,0.0057,28.3684,0.9635
33,33_070,0.0007,37.7346,0.9823
33,33_080,0.0182,23.3190,0.9309
33,33_090,0.0003,41.4888,0.9858
33,33_100,0.0004,40.2218,0.9847
34,34_010,0.0047,29.2430,0.9626
34,34_020,0.0019,33.1101,0.9843
34,34_030,0.0052,28.7635,0.9695
34,34_040,0.0041,29.7507,0.9714
34,34_050,0.0131,24.7584,0.9510
34,34_060,0.0128,24.8479,0.9416
34,34_070,0.0095,26.1011,0.9251
34,34_080,0.0052,28.7579,0.9495
34,34_090,0.0030,31.1294,0.9731
34,34_100,0.0014,34.6362,0.9605
