Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1703,13.6063,0.2615,0.81
10,0.1710,13.5874,0.2620,1.90
20,0.1699,13.6167,0.2615,2.26
30,0.1699,13.6154,0.2616,2.33
40,0.1701,13.6101,0.2608,2.45
50,0.1684,13.6554,0.2634,3.15
60,0.1681,13.6627,0.2598,3.68
70,0.1685,13.6516,0.2573,3.98
80,0.1677,13.6725,0.2545,4.73
90,0.1602,13.8723,0.2592,5.87
100,0.1590,13.9033,0.2626,6.17
110,0.1598,13.8818,0.2547,6.76
120,0.1588,13.9102,0.2567,7.05
130,0.1543,14.0343,0.2672,7.99
140,0.1536,14.0545,0.2688,8.91
150,0.1555,13.9992,0.2660,9.47
160,0.1527,14.0807,0.2705,10.58
170,0.1525,14.0844,0.2729,11.98
180,0.1540,14.0424,0.2750,12.43
190,0.1513,14.1194,0.2785,13.41
200,0.1511,14.1259,0.2755,13.67
210,0.1519,14.1015,0.2780,13.74
220,0.1464,14.2622,0.2862,14.78
230,0.1453,14.2960,0.2892,14.97
240,0.1429,14.3666,0.2897,15.40
250,0.1429,14.3664,0.2871,15.62
260,0.1416,14.4057,0.2911,15.62
270,0.1439,14.3375,0.2876,16.44
280,0.1428,14.3716,0.2882,18.03
290,0.1408,14.4332,0.2921,19.24
300,0.1370,14.5504,0.2961,19.63
310,0.1386,14.5017,0.2943,19.66
320,0.1386,14.5014,0.2962,20.25
330,0.1384,14.5077,0.2954,20.96
340,0.1378,14.5244,0.2992,21.35
350,0.1382,14.5128,0.2994,21.52
360,0.1376,14.5308,0.3039,21.52
370,0.1384,14.5052,0.2950,21.52
380,0.1369,14.5527,0.2991,21.55
390,0.1380,14.5203,0.3025,21.74
400,0.1395,14.4723,0.2951,21.74
410,0.1384,14.5062,0.3003,21.84
420,0.1384,14.5080,0.3001,21.84
430,0.1385,14.5029,0.2979,22.04
440,0.1376,14.5330,0.2964,22.04
450,0.1375,14.5356,0.3016,22.66
460,0.1377,14.5275,0.2997,23.83
470,0.1401,14.4540,0.2977,25.20
480,0.1371,14.5465,0.3025,25.68
490,0.1373,14.5410,0.3002,26.24
500,0.1386,14.5016,0.2946,26.24
510,0.1371,14.5468,0.3080,26.46
520,0.1396,14.4684,0.2974,26.46
530,0.1380,14.5184,0.2991,26.50
540,0.1387,14.4959,0.3008,26.82
550,0.1392,14.4822,0.3006,26.82
560,0.1396,14.4699,0.3024,26.82
570,0.1396,14.4705,0.2926,26.82
580,0.1399,14.4586,0.2962,28.16
590,0.1383,14.5089,0.2928,28.19
600,0.1386,14.5005,0.3011,28.32
610,0.1378,14.5254,0.2998,29.26
620,0.1392,14.4829,0.2949,29.51
630,0.1390,14.4887,0.2919,30.59
640,0.1384,14.5066,0.2897,31.30
650,0.1402,14.4514,0.2840,32.70
660,0.1409,14.4297,0.2787,33.09
670,0.1413,14.4173,0.2838,33.09
680,0.1417,14.4048,0.2797,33.38
690,0.1418,14.4023,0.2785,33.54
700,0.1425,14.3782,0.2737,33.67
710,0.1440,14.3328,0.2738,34.39
720,0.1412,14.4200,0.2754,34.92
730,0.1399,14.4599,0.2805,34.98
740,0.1418,14.4012,0.2825,35.76
750,0.1409,14.4294,0.2773,36.24
760,0.1427,14.3742,0.2753,37.33
770,0.1416,14.4087,0.2812,37.59
780,0.1439,14.3381,0.2767,37.82
790,0.1421,14.3914,0.2776,38.21
800,0.1433,14.3565,0.2752,38.27
810,0.1426,14.3777,0.2702,38.93
820,0.1398,14.4638,0.2890,40.49
830,0.1397,14.4651,0.3012,41.30
840,0.1373,14.5419,0.2998,41.60
850,0.1381,14.5166,0.2933,42.25
860,0.1389,14.4920,0.2961,43.06
870,0.1398,14.4642,0.2910,43.45
880,0.1386,14.4994,0.2905,43.74
890,0.1396,14.4682,0.2900,43.74
900,0.1387,14.4980,0.2961,43.74
910,0.1378,14.5253,0.3004,43.78
920,0.1391,14.4844,0.2919,44.07
930,0.1382,14.5112,0.2961,45.05
940,0.1418,14.4020,0.2835,46.79
950,0.1394,14.4748,0.2875,46.99
960,0.1400,14.4556,0.2858,47.75
970,0.1410,14.4267,0.2878,48.26
980,0.1415,14.4089,0.2898,48.44
990,0.1396,14.4680,0.2938,48.44
