Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1249,14.9533,0.4269,0.81
10,0.1092,15.5344,0.4733,3.31
20,0.1057,15.6765,0.5013,4.27
30,0.1051,15.7025,0.5108,5.29
40,0.1040,15.7478,0.5127,6.06
50,0.1054,15.6889,0.5116,6.83
60,0.1034,15.7728,0.5197,7.33
70,0.1019,15.8356,0.5315,8.81
80,0.1009,15.8798,0.5395,9.53
90,0.1009,15.8803,0.5409,9.68
100,0.1010,15.8764,0.5340,10.13
110,0.0994,15.9458,0.5458,10.70
120,0.0995,15.9406,0.5445,11.33
130,0.0989,15.9656,0.5534,11.56
140,0.1007,15.8896,0.5438,11.76
150,0.0999,15.9221,0.5524,11.99
160,0.1008,15.8814,0.5464,11.64
170,0.1003,15.9050,0.5468,12.01
180,0.0992,15.9522,0.5527,12.55
190,0.0997,15.9329,0.5526,13.02
200,0.0993,15.9502,0.5530,13.44
210,0.0984,15.9858,0.5562,13.92
220,0.0931,16.2301,0.5744,14.91
230,0.0929,16.2379,0.5768,15.07
240,0.0925,16.2555,0.5875,15.55
250,0.0956,16.1128,0.5743,15.21
260,0.0961,16.0898,0.5589,13.75
270,0.0946,16.1592,0.5643,12.98
280,0.0928,16.2444,0.5618,13.08
290,0.0927,16.2463,0.5609,13.01
300,0.0910,16.3260,0.5591,11.49
310,0.1044,15.7311,0.5476,10.98
320,0.0957,16.1078,0.5515,11.60
330,0.0930,16.2307,0.5662,12.40
340,0.0854,16.6032,0.5726,12.18
350,0.0839,16.6801,0.5999,13.29
360,0.0524,18.7272,0.5995,14.63
370,0.0556,18.4637,0.6029,14.64
380,0.0483,19.0793,0.6227,15.33
390,0.0479,19.1103,0.6250,15.51
400,0.0489,19.0244,0.6210,16.03
410,0.0487,19.0411,0.6241,16.50
420,0.0482,19.0848,0.6232,16.46
430,0.0488,19.0345,0.6170,15.77
440,0.0495,18.9753,0.6137,15.76
450,0.0498,18.9459,0.6039,14.58
460,0.0533,18.6487,0.6007,14.45
470,0.0591,18.2009,0.5692,13.17
480,0.0679,17.5969,0.5131,11.43
490,0.0678,17.6033,0.5132,11.08
500,0.3059,11.0959,0.2208,10.69
510,0.2932,11.2810,0.2346,9.45
520,0.2853,11.3991,0.2384,9.33
530,0.2530,11.9209,0.2517,9.73
540,0.2462,12.0388,0.2542,9.07
550,0.2457,12.0475,0.2600,9.07
560,0.2189,12.5490,0.2919,10.75
570,0.2132,12.6636,0.3073,11.39
580,0.2130,12.6681,0.3133,11.69
590,0.2116,12.6972,0.3132,11.12
600,0.2106,12.7180,0.3175,11.46
610,0.2105,12.7195,0.3204,11.98
620,0.2105,12.7194,0.3206,12.02
630,0.2131,12.6672,0.3164,12.83
640,0.2120,12.6899,0.3272,13.76
650,0.2117,12.6940,0.3393,15.49
660,0.2065,12.8023,0.3473,15.85
670,0.2064,12.8059,0.3487,15.96
680,0.2070,12.7922,0.3504,16.04
690,0.2022,12.8942,0.3547,15.67
700,0.2005,12.9321,0.3562,15.37
710,0.2018,12.9019,0.3480,15.01
720,0.2209,12.5106,0.3331,14.56
730,0.2215,12.4990,0.3346,14.60
740,0.2206,12.5157,0.3316,14.30
750,0.2306,12.3236,0.3202,13.08
760,0.2304,12.3273,0.3228,13.18
770,0.2283,12.3679,0.3240,13.06
780,0.2268,12.3953,0.3244,13.05
790,0.2233,12.4638,0.3258,13.02
800,0.2244,12.4423,0.3250,13.23
810,0.2245,12.4410,0.3229,13.21
820,0.2228,12.4732,0.3219,13.01
830,0.2237,12.4555,0.3192,12.99
840,0.2243,12.4444,0.3189,13.07
850,0.2236,12.4574,0.3165,12.82
860,0.2240,12.4502,0.3127,13.55
870,0.2236,12.4576,0.3191,13.98
880,0.2233,12.4635,0.3172,13.88
890,0.2302,12.3308,0.3152,13.71
900,0.2303,12.3293,0.3147,13.55
910,0.2304,12.3278,0.3133,13.10
920,0.2303,12.3294,0.3117,12.93
930,0.2322,12.2943,0.3086,12.51
940,0.2377,12.1917,0.2970,11.48
950,0.2364,12.2154,0.3063,13.01
960,0.2288,12.3584,0.3136,13.76
970,0.2308,12.3197,0.3201,14.32
980,0.2242,12.4463,0.3255,14.97
990,0.2692,11.6513,0.3160,15.09
