Epoch,Batch,MSE,PSNR,SSIM
1,1,1.0142,5.7565,nan
1,2,0.9690,5.9116,0.5460
1,3,0.9142,6.1863,0.6022
1,4,0.8433,6.4846,0.6110
1,5,0.8063,6.6744,0.5693
1,6,0.6745,7.4579,0.6678
1,7,0.5784,8.1219,0.6781
1,8,0.4983,8.8079,0.4622
1,9,0.4641,9.1914,0.5267
1,10,0.4206,9.7015,0.5236
1,11,0.3916,9.9237,0.6291
1,12,0.3230,10.9885,0.6466
1,13,0.4078,10.4387,0.6325
1,14,0.2515,12.1330,0.5527
1,15,0.2779,11.9181,0.6466
1,16,0.4327,10.4490,0.6682
1,17,0.2787,12.2834,0.6945
1,18,0.2548,12.9813,0.5897
1,19,0.3926,11.3199,0.6525
1,20,0.2856,13.5576,0.7656
1,21,0.3926,11.5292,0.7894
1,22,0.1869,14.0860,0.7362
1,23,0.2814,12.9952,0.8804
1,24,0.3297,12.3872,0.7404
1,25,0.3681,12.0163,0.7485
2,1,0.3606,12.7322,0.7971
2,2,0.3778,11.4828,0.7541
2,3,0.3408,12.0570,0.8059
2,4,0.4115,11.9500,0.7328
2,5,0.3739,12.5130,0.7458
2,6,0.1473,16.3731,0.9068
2,7,0.2106,15.0138,0.9020
2,8,0.3026,13.5567,0.7892
2,9,0.3438,13.0739,0.6847
2,10,0.2717,13.1610,0.7830
2,11,0.2040,14.1861,0.8273
2,12,0.3274,12.7202,0.7977
2,13,0.2263,14.1712,0.7793
2,14,0.3129,13.1405,0.7667
2,15,0.3678,12.4126,0.8145
2,16,0.1698,15.0873,0.8818
2,17,0.2658,14.6383,0.7430
2,18,0.2106,14.6470,0.7982
2,19,0.1832,15.3916,0.8253
2,20,0.2366,15.7934,0.7488
2,21,0.2024,14.2294,0.7406
2,22,0.3963,13.6119,0.6585
2,23,0.4360,11.9600,0.7680
2,24,0.1763,15.0798,0.8578
2,25,0.2975,13.1976,0.7696
3,1,0.2613,12.1327,0.7961
3,2,0.2750,14.4181,0.9003
3,3,0.2628,13.8796,0.8703
3,4,0.3130,13.2267,0.8148
3,5,0.2035,16.3197,0.8331
3,6,0.1700,17.2219,0.8088
3,7,0.3445,13.3729,0.7714
3,8,0.1947,15.1994,0.6900
3,9,0.2626,14.8483,nan
3,10,0.1247,16.4246,0.8487
3,11,0.3114,15.0869,0.7992
3,12,0.1942,15.8113,0.8300
3,13,0.1653,16.5091,0.8109
3,14,0.1541,16.2213,0.8062
3,15,0.2011,14.1367,0.8287
3,16,0.1970,14.4146,0.7164
3,17,0.2242,15.6875,0.8515
3,18,0.2016,15.5625,0.7688
3,19,0.2742,15.0648,0.8151
3,20,0.1217,16.7136,0.8614
3,21,0.1267,16.5825,nan
3,22,0.1985,15.8359,0.8150
3,23,0.3280,13.6075,0.7755
3,24,0.2277,13.6914,0.6830
3,25,0.0938,18.2422,0.8979
4,1,0.1108,18.6230,nan
4,2,0.1604,17.4575,0.8826
4,3,0.2347,17.0714,0.7815
4,4,0.1402,17.1708,0.8652
4,5,0.1105,18.2610,0.8498
4,6,0.1151,16.8025,0.8514
4,7,0.1582,16.6416,0.8624
4,8,0.1893,16.9167,0.8008
4,9,0.1870,16.8417,0.8249
4,10,0.2325,14.6134,0.7776
4,11,0.1205,16.7649,0.8011
4,12,0.2359,17.0393,0.8077
4,13,0.1156,17.3044,0.8467
4,14,0.0910,18.7999,0.8909
4,15,0.1024,17.8994,0.8760
4,16,0.1557,17.4766,0.7936
4,17,0.1405,17.3169,0.7878
4,18,0.1311,18.0117,0.8464
4,19,0.1966,15.4603,0.7931
4,20,0.1567,16.4659,0.8741
4,21,0.1580,16.5087,0.7597
4,22,0.1276,19.3879,0.8749
4,23,0.1548,17.3191,0.8477
4,24,0.0675,19.5452,0.8916
4,25,0.2113,15.1967,0.7511
5,1,0.1515,16.6208,0.7756
5,2,0.0878,17.9092,0.8992
5,3,0.0966,19.4836,0.8415
5,4,0.0760,20.0390,0.9147
5,5,0.0641,19.3690,0.8696
5,6,0.1783,15.9214,0.7515
5,7,0.0946,17.2519,0.8541
5,8,0.2644,13.6207,0.7145
5,9,0.2165,16.6684,0.7945
5,10,0.1330,16.9666,0.8738
5,11,0.1765,15.3621,0.7863
5,12,0.1331,16.5505,0.7935
5,13,0.0672,18.7664,0.8806
5,14,0.0997,19.7915,0.8707
5,15,0.1081,19.2606,0.8348
5,16,0.1768,16.6322,0.8490
5,17,0.0861,19.2183,0.8978
5,18,0.1702,17.0541,0.8485
5,19,0.1579,17.1894,0.8918
5,20,0.1853,15.7507,0.7798
5,21,0.2701,14.5738,0.7417
5,22,0.0782,18.9674,0.8803
5,23,0.1959,15.3369,0.7385
5,24,0.1066,18.9156,0.8769
5,25,0.0933,18.8731,0.8529
6,1,0.1364,18.1910,0.8425
6,2,0.1134,19.0010,0.9097
6,3,0.1633,15.4654,0.8419
6,4,0.0893,18.2841,0.8519
6,5,0.1154,19.7878,0.8933
6,6,0.1518,18.3356,0.8729
6,7,0.0660,20.7064,0.8368
6,8,0.0982,19.7954,0.8958
6,9,0.1424,17.8840,0.8519
6,10,0.1824,14.8174,0.6745
6,11,0.1015,18.2144,0.8655
6,12,0.0968,18.3404,0.8603
6,13,0.0838,18.9411,0.9130
6,14,0.0619,20.5077,0.9152
6,15,0.0985,19.6248,0.8804
6,16,0.1234,18.4857,0.8349
6,17,0.1411,19.1917,0.8521
6,18,0.0489,22.1006,0.9006
6,19,0.0839,19.8338,0.8886
6,20,0.2221,17.1362,0.7752
6,21,0.1610,16.2324,0.7727
6,22,0.0750,20.2534,0.8712
6,23,0.1287,18.3208,0.9135
6,24,0.0866,19.7576,0.8480
6,25,0.0524,22.0734,0.9096
7,1,0.0784,19.9885,0.8716
7,2,0.0577,21.2250,0.8571
7,3,0.1233,19.3274,0.8266
7,4,0.1328,17.9165,0.7746
7,5,0.1103,19.3332,0.8499
7,6,0.1101,19.2279,0.9065
7,7,0.0988,20.1400,0.8309
7,8,0.0843,19.9727,0.7908
7,9,0.0674,20.6622,0.8723
7,10,0.1846,17.5857,0.7781
7,11,0.1572,15.7871,0.7805
7,12,0.1059,19.0714,0.7958
7,13,0.0813,19.5522,0.7925
7,14,0.0768,20.1252,0.8621
7,15,0.0733,20.3088,0.8996
7,16,0.0686,23.2887,0.9280
7,17,0.1270,19.6041,0.8333
7,18,0.0943,18.6406,0.8517
7,19,0.1047,19.7186,0.8215
7,20,0.0735,21.0759,0.8675
7,21,0.0413,23.5960,0.9376
7,22,0.0766,21.9526,0.8982
7,23,0.1793,17.9977,0.8167
7,24,0.0669,22.7445,0.9045
7,25,0.0709,21.9313,0.9373
8,1,0.0952,19.9131,0.7896
8,2,0.0585,21.1544,0.8495
8,3,0.0378,24.0297,0.9311
8,4,0.0730,20.8069,0.8907
8,5,0.1156,20.4027,0.8867
8,6,0.0709,20.3081,0.8692
8,7,0.0483,20.8372,0.8406
8,8,0.0718,22.7328,0.8574
8,9,0.0953,19.6396,0.8652
8,10,0.0979,20.2025,0.8595
8,11,0.1958,19.8360,0.9373
8,12,0.1386,20.6085,0.8946
8,13,0.1333,19.3079,0.8446
8,14,0.1029,19.4198,0.8100
8,15,0.1628,17.9903,0.7620
8,16,0.0817,19.6012,0.8762
8,17,0.0765,21.8186,0.8933
8,18,0.0627,22.6273,0.9437
8,19,0.0455,23.3677,0.8854
8,20,0.0991,20.9819,0.8299
8,21,0.0621,22.7095,0.8799
8,22,0.0353,24.2656,0.9233
8,23,0.0469,22.2487,0.9493
8,24,0.1308,19.1927,0.8454
8,25,0.0411,23.0965,nan
9,1,0.0391,25.2600,0.9314
9,2,0.1235,19.8601,0.8187
9,3,0.1430,22.2852,0.9470
9,4,0.0540,22.5834,0.8715
9,5,0.1130,20.8587,0.8114
9,6,0.0985,20.9589,0.8111
9,7,0.0668,22.9367,0.8816
9,8,0.0580,20.6044,0.9025
9,9,0.0642,22.7310,0.8946
9,10,0.0770,21.2159,0.8634
9,11,0.0469,21.6533,0.9103
9,12,0.0798,20.6602,0.8596
9,13,0.0567,21.6638,0.8655
9,14,0.0833,19.2863,0.8428
9,15,0.0571,23.2280,0.8698
9,16,0.0237,26.7206,0.9519
9,17,0.1215,20.5320,0.8350
9,18,0.1352,16.9925,0.7771
9,19,0.0841,21.8254,0.8955
9,20,0.0959,21.3291,0.9050
9,21,0.0768,23.4007,0.8871
9,22,0.0719,23.4713,0.8702
9,23,0.0805,20.9561,nan
9,24,0.0384,21.3132,0.9137
9,25,0.0843,21.2195,0.8662
10,1,0.0559,23.0455,0.9132
10,2,0.0308,24.5273,0.9646
10,3,0.1154,18.9103,0.7775
10,4,0.0424,23.0697,0.8945
10,5,0.0872,21.2343,0.8949
10,6,0.0547,22.0838,0.9161
10,7,0.0448,24.5003,0.8979
10,8,0.0828,20.9604,0.8544
10,9,0.1547,22.5351,0.9172
10,10,0.0286,24.4567,0.9426
10,11,0.0825,19.7915,0.8969
10,12,0.1489,20.4212,0.8793
10,13,0.1002,19.0075,0.8848
10,14,0.0482,21.5809,0.8914
10,15,0.0884,20.5388,0.8599
10,16,0.1385,18.4137,nan
10,17,0.1016,21.4992,0.8597
10,18,0.0349,23.5494,0.9081
10,19,0.0472,21.9751,0.9006
10,20,0.2026,17.9150,0.7512
10,21,0.0643,22.2353,0.8837
10,22,0.0905,21.5112,0.7521
10,23,0.1116,21.3306,0.9309
10,24,0.0629,22.3253,0.9281
10,25,0.1029,20.0618,0.8156
11,1,0.0621,23.9994,0.9004
11,2,0.0812,20.6965,0.8869
11,3,0.0818,17.2116,0.8356
