Epoch,Batch,MSE,PSNR,SSIM
1,1,0.3023,11.0032,0.8049
1,2,0.4152,10.1689,0.7409
1,3,0.2219,12.9167,0.8807
1,4,0.3857,11.3515,0.8004
1,5,0.3287,12.2416,0.7996
1,6,0.3633,11.3596,0.8233
1,7,0.2523,12.7483,0.6780
1,8,0.3708,11.1134,0.6990
1,9,0.3422,10.7035,0.7185
1,10,0.3523,11.0473,0.7282
1,11,0.2571,12.1757,nan
1,12,0.2634,12.6337,0.7990
1,13,0.2758,13.6316,0.7782
1,14,0.3641,11.1137,0.7095
1,15,0.2333,13.7442,0.8228
1,16,0.3627,11.6152,0.7168
1,17,0.2828,12.2690,0.7026
1,18,0.2203,12.7326,0.8302
1,19,0.2398,12.8435,0.7325
1,20,0.1698,14.0219,0.8669
1,21,0.2550,12.8094,0.7544
1,22,0.3443,11.7244,0.7506
1,23,0.3136,12.0806,0.7007
1,24,0.3776,10.8136,0.7010
1,25,0.3779,11.2644,0.6638
2,1,0.2956,12.5436,0.8349
2,2,0.2598,12.4805,0.7450
2,3,0.2658,12.2001,0.8403
2,4,0.3013,12.0480,0.6643
2,5,0.3315,11.2480,0.7451
2,6,0.2474,12.8354,0.7675
2,7,0.2420,12.5679,0.7249
2,8,0.3838,11.0679,0.5748
2,9,0.3480,11.7437,0.6435
2,10,0.3286,11.7094,0.7027
2,11,0.2834,11.9839,0.7274
2,12,0.2519,13.1836,0.7409
2,13,0.1820,13.9608,0.7946
2,14,0.2072,13.5704,nan
2,15,0.2516,12.2508,0.7293
2,16,0.2680,12.8977,0.6562
2,17,0.1737,13.5744,0.6841
2,18,0.2337,13.1952,0.6993
2,19,0.1830,13.6572,0.7527
2,20,0.2037,13.0614,0.7610
2,21,0.2716,12.1600,0.7382
2,22,0.1916,13.4934,0.7976
2,23,0.1900,13.2105,0.8172
2,24,0.2902,12.4894,0.6372
2,25,0.2360,13.0631,0.7254
3,1,0.1658,14.1715,0.7711
3,2,0.2501,12.6855,0.6188
3,3,0.2933,12.1926,0.6253
3,4,0.2136,13.3579,0.7639
3,5,0.2184,13.3501,0.7114
3,6,0.2772,12.7755,0.6824
3,7,0.2461,12.7626,0.7086
3,8,0.1544,14.3774,nan
3,9,0.2561,12.1786,0.6668
3,10,0.1967,13.3374,0.7941
3,11,0.2529,12.3320,0.6683
3,12,0.2346,12.9013,nan
3,13,0.2380,13.6563,0.7665
3,14,0.1659,13.9276,0.8173
3,15,0.1997,13.5422,0.7472
3,16,0.2830,12.7402,0.6323
3,17,0.2629,12.6440,0.6717
3,18,0.2098,14.0141,0.7230
3,19,0.1729,14.4830,0.8396
3,20,0.2193,13.3276,nan
3,21,0.1458,14.7352,0.7721
3,22,0.1987,13.4551,0.6578
3,23,0.2447,12.6801,0.7079
3,24,0.1783,13.4339,0.7488
3,25,0.2424,12.9932,0.6429
4,1,0.1992,13.1774,0.7336
4,2,0.1861,14.0168,0.7962
4,3,0.2584,12.6718,0.6418
4,4,0.3222,11.6001,0.5613
4,5,0.2283,13.1768,0.7535
4,6,0.2067,13.6328,0.7784
4,7,0.1875,13.3727,0.6981
4,8,0.2462,12.5438,0.6911
4,9,0.1918,13.2444,nan
4,10,0.2098,13.0193,0.6328
4,11,0.1525,14.4237,0.7886
4,12,0.2584,12.8782,0.6831
4,13,0.3053,12.2796,0.7199
4,14,0.2627,12.8049,0.6573
4,15,0.1524,14.4117,0.8251
4,16,0.1650,14.6927,0.7652
4,17,0.2217,13.2606,0.7293
4,18,0.2352,13.2901,0.6841
4,19,0.2495,13.3000,0.6805
4,20,0.2055,13.4321,0.7890
4,21,0.2856,12.3568,0.6234
4,22,0.2076,13.5661,0.7552
4,23,0.2243,13.1122,0.6709
4,24,0.2218,13.1683,0.6499
4,25,0.1650,13.8903,0.7760
5,1,0.1608,14.2664,0.8003
5,2,0.2106,13.2138,0.7855
5,3,0.2844,12.5563,0.6413
5,4,0.2044,13.3977,0.6693
5,5,0.1659,14.2418,0.8067
5,6,0.1571,14.7560,0.7079
5,7,0.2753,12.2837,0.6624
5,8,0.1599,14.4589,0.7165
5,9,0.2326,12.7703,0.7556
5,10,0.1974,13.7925,0.7339
5,11,0.1761,14.1033,0.7520
