Epoch,Batch,MSE,PSNR,SSIM
1,1,0.2296,6.1396,0.8372
1,2,0.2198,6.3240,0.8588
1,3,0.2222,6.2992,0.7723
1,4,0.2162,6.4517,0.8127
1,5,0.2257,6.2807,0.8248
1,6,0.2049,6.6912,0.7508
1,7,0.2190,6.3738,0.7554
1,8,0.2171,6.4093,0.7758
1,9,0.2186,6.4016,0.8638
1,10,0.1954,6.9097,0.6882
1,11,0.2067,6.6501,0.6743
1,12,0.1978,6.8244,0.7080
1,13,0.1970,6.8675,0.7639
1,14,0.1830,7.1596,0.8098
1,15,0.1821,7.1750,0.7944
1,16,0.1687,7.5092,0.5324
1,17,0.1659,7.5280,0.7943
1,18,0.1519,7.9180,0.7248
1,19,0.1433,8.1658,0.5981
1,20,0.1345,8.4476,0.7357
1,21,0.1312,8.5338,0.7036
1,22,0.1335,8.5392,0.6002
1,23,0.1143,9.2236,0.7719
1,24,0.1139,9.3318,0.6178
1,25,0.1119,9.4760,0.8180
2,1,0.1013,9.8917,0.7807
2,2,0.1022,10.1196,0.7549
2,3,0.1135,9.6226,0.5046
2,4,0.1240,9.1378,0.8261
2,5,0.1013,10.3004,0.7218
2,6,0.1005,10.8089,0.8211
2,7,0.0864,11.0880,0.8118
2,8,0.1107,10.7274,0.6903
2,9,0.1006,10.4237,0.6359
2,10,0.0919,11.1543,0.6246
2,11,0.1044,10.9953,0.6633
2,12,0.0891,11.0361,0.6919
2,13,0.0927,11.2351,0.7834
2,14,0.1151,9.7340,0.7138
2,15,0.0940,10.9620,0.7021
2,16,0.1025,10.4440,0.6110
2,17,0.0891,10.7399,0.7733
2,18,0.0961,10.6552,0.6731
2,19,0.0822,11.0691,0.7281
2,20,0.0840,10.8716,0.7279
2,21,0.0928,10.6483,0.6162
2,22,0.1132,9.9722,0.6449
2,23,0.0872,10.6237,0.6456
2,24,0.1202,9.5019,0.6466
2,25,0.0863,10.6932,0.8201
3,1,0.0700,11.4843,0.8641
3,2,0.0834,10.9406,0.8010
3,3,0.0807,10.9382,0.6155
3,4,0.0844,10.8935,0.7741
3,5,0.0863,11.0511,0.6066
3,6,0.0801,11.6748,0.6309
3,7,0.0580,12.4860,0.7938
3,8,0.1065,10.0153,0.6718
3,9,0.0946,10.6767,0.7120
3,10,0.0852,11.3424,0.7130
3,11,0.1081,10.3063,0.7233
3,12,0.0936,11.2034,0.6053
3,13,0.0938,10.3812,0.6961
3,14,0.0883,10.5821,0.7472
3,15,0.0833,10.9661,0.6863
3,16,0.0651,11.8331,0.7836
3,17,0.0810,11.0165,0.7012
3,18,0.0664,11.8281,0.8051
3,19,0.1015,10.0216,0.6833
3,20,0.1036,10.2546,0.7691
3,21,0.0858,10.9973,0.7182
3,22,0.1209,9.4369,0.6922
3,23,0.0697,11.6977,0.8392
3,24,0.1051,10.2596,0.6509
3,25,0.0615,12.0818,0.8720
4,1,0.0957,10.6017,0.6621
4,2,0.0845,10.8744,0.7345
4,3,0.0820,10.9684,0.7516
4,4,0.0708,11.6516,0.8280
4,5,0.0872,10.6528,0.6095
4,6,0.0812,11.4278,0.7939
4,7,0.0836,11.0788,0.7129
4,8,0.0782,11.6038,0.8239
4,9,0.0863,10.8863,0.7771
4,10,0.1076,10.1970,0.6163
4,11,0.0800,11.1391,0.7664
4,12,0.0964,10.5361,0.6369
4,13,0.0779,11.3488,0.7447
4,14,0.0760,11.2608,0.7420
4,15,0.0822,11.0957,0.7463
4,16,0.0843,11.1337,0.6984
4,17,0.0667,11.9652,0.8423
4,18,0.0689,12.0149,0.7205
4,19,0.0842,11.3681,0.8073
4,20,0.0749,11.6887,0.7264
4,21,0.0927,11.0753,0.8074
4,22,0.0994,10.8223,0.6527
4,23,0.0751,12.0097,0.7633
4,24,0.0759,11.5285,0.7898
4,25,0.0803,11.7685,0.7727
5,1,0.0989,11.0229,0.7860
5,2,0.0679,12.0032,0.7296
5,3,0.0697,11.6045,0.7648
5,4,0.0641,12.0637,0.7609
5,5,0.0665,11.9422,0.7945
5,6,0.0888,10.5393,0.7422
5,7,0.0660,12.0313,0.8451
5,8,0.0703,12.1670,nan
5,9,0.0682,11.9435,0.8178
5,10,0.0975,11.0212,0.7343
5,11,0.0772,12.0711,0.7126
5,12,0.0800,11.7100,0.7008
5,13,0.0988,10.5643,0.7028
5,14,0.0932,10.9321,0.6681
5,15,0.0777,11.2945,0.7381
5,16,0.0954,10.5890,0.7270
5,17,0.0796,11.2218,0.7267
5,18,0.0746,11.4128,0.8488
5,19,0.0878,10.7190,0.6835
5,20,0.1083,9.9393,0.7502
5,21,0.0817,10.9614,0.7255
5,22,0.0763,11.1878,0.7817
5,23,0.0761,11.4789,0.8038
5,24,0.0862,10.9103,0.7631
