Epoch,Batch,LossD,LossG,LossG_recon,MSE,PSNR,SSIM
1,1,1.54051,2.37886,0.11952,0.1067,15.6887,0.7862
1,2,1.90950,2.06642,0.12029,0.1042,15.7994,0.7802
1,3,1.41712,1.99949,0.11437,0.0941,16.2785,0.7843
1,4,1.41681,1.85848,0.09918,0.0738,17.2671,0.7902
1,5,1.37493,1.77545,0.09149,0.0667,17.7825,0.7959
1,6,1.30073,1.74532,0.08752,0.0598,18.2496,0.7896
1,7,1.32644,1.68821,0.08346,0.0560,18.5883,0.7895
1,8,1.35593,1.58817,0.07677,0.0483,19.2711,0.7900
1,9,1.31046,1.52490,0.07161,0.0443,19.8476,0.7990
1,10,1.33696,1.45036,0.06319,0.0353,20.7617,0.7972
1,11,1.38400,1.36399,0.05980,0.0338,21.1714,0.8054
1,12,1.38073,1.37236,0.06305,0.0409,20.5432,0.8125
1,13,1.35436,1.29598,0.05406,0.0298,22.3088,0.8117
1,14,1.35696,1.25823,0.04732,0.0244,23.2991,0.8212
1,15,1.38693,1.30491,0.05487,0.0379,22.4879,0.8253
1,16,1.37773,1.29454,0.05379,0.0326,21.6849,0.8219
1,17,1.36606,1.12079,0.03334,0.0137,25.4885,0.8455
1,18,1.46209,1.27175,0.05107,0.0346,22.6230,0.8335
1,19,1.45158,1.22997,0.04628,0.0276,23.1063,0.8409
1,20,1.44435,1.11437,0.03782,0.0209,24.1050,0.8506
1,21,1.36381,1.17081,0.04351,0.0262,24.0536,0.8495
1,22,1.36840,1.07786,0.03500,0.0190,25.4995,0.8616
1,23,1.39220,1.16398,0.04466,0.0299,23.8255,0.8611
1,24,1.35689,1.13863,0.03936,0.0212,24.3185,0.8649
1,25,1.35226,1.07837,0.03483,0.0203,25.2820,0.8744
1,26,1.38361,1.08064,0.03611,0.0208,25.1113,0.8626
1,27,1.37185,1.07584,0.03522,0.0184,25.0655,0.8632
1,28,1.36981,1.05679,0.03405,0.0204,26.1394,0.8755
1,29,1.36953,1.05624,0.03261,0.0192,24.6232,0.8715
1,30,1.37677,1.19271,0.04594,0.0327,22.7973,0.8568
1,31,1.36894,1.16016,0.03684,0.0184,24.6317,0.8666
1,32,1.39057,1.20025,0.04386,0.0320,23.5323,0.8557
1,33,1.40169,1.09657,0.03756,0.0273,24.1960,0.8738
1,34,1.40251,1.11785,0.03966,0.0278,23.7593,0.8805
1,35,1.38557,1.10891,0.03938,0.0281,23.3512,0.8702
1,36,1.36044,1.11017,0.03764,0.0272,25.8033,0.8762
1,37,1.35589,1.12542,0.03914,0.0280,24.5105,0.8825
1,38,1.35778,1.09051,0.03729,0.0236,25.4856,0.8812
