Step,MSE,PSNR,SSIM,Percentage Explored
0,0.1216,15.0682,0.4144,0.81
10,0.1158,15.2804,0.4375,2.14
20,0.1155,15.2911,0.4318,3.69
30,0.1140,15.3497,0.4377,4.57
40,0.1131,15.3834,0.4444,5.58
50,0.1133,15.3773,0.4431,7.24
60,0.1137,15.3603,0.4391,8.64
70,0.1113,15.4515,0.4565,9.53
80,0.1101,15.4984,0.4384,10.87
90,0.1095,15.5226,0.4411,12.03
100,0.1114,15.4501,0.4345,13.47
110,0.1060,15.6647,0.4540,15.26
120,0.1056,15.6810,0.4498,16.21
130,0.1089,15.5461,0.4407,16.21
140,0.1251,14.9446,0.4146,18.07
150,0.0943,16.1733,0.4694,20.04
160,0.0928,16.2431,0.4657,20.83
170,0.0903,16.3629,0.4729,21.39
180,0.0916,16.2989,0.4683,21.63
190,0.0971,16.0441,0.4670,21.51
200,0.0987,15.9748,0.4671,21.52
210,0.1000,15.9193,0.4656,20.75
220,0.0974,16.0327,0.4805,20.38
230,0.0984,15.9880,0.4768,19.98
240,0.0988,15.9686,0.4760,18.88
250,0.0990,15.9594,0.4789,17.56
260,0.0971,16.0459,0.4839,17.40
270,0.1032,15.7798,0.4710,16.56
280,0.0994,15.9461,0.4737,15.21
290,0.0948,16.1487,0.4786,14.86
300,0.0939,16.1920,0.4755,13.88
310,0.0941,16.1808,0.4809,13.56
320,0.0988,15.9683,0.4567,14.33
330,0.0964,16.0753,0.4704,14.74
340,0.0971,16.0457,0.4624,15.65
350,0.0983,15.9943,0.4637,15.18
360,0.0996,15.9341,0.4534,14.61
370,0.0993,15.9479,0.4499,14.57
380,0.1069,15.6283,0.4139,13.64
390,0.1058,15.6733,0.4181,13.27
400,0.1094,15.5266,0.4320,12.43
410,0.1095,15.5228,0.4375,11.19
420,0.1132,15.3808,0.4355,10.68
430,0.1131,15.3821,0.4352,11.05
440,0.1143,15.3360,0.4259,11.23
450,0.1159,15.2761,0.4189,12.08
460,0.1121,15.4221,0.4356,12.28
470,0.1118,15.4321,0.4367,11.51
480,0.1119,15.4290,0.4360,11.44
490,0.1120,15.4252,0.4334,10.63
500,0.3583,10.4096,0.1925,10.24
510,0.3589,10.4027,0.1894,9.61
520,0.3499,10.5124,0.1912,10.66
530,0.3476,10.5417,0.1922,10.87
540,0.3476,10.5411,0.1927,10.92
550,0.3452,10.5710,0.1924,10.50
560,0.3423,10.6077,0.1909,10.66
570,0.3409,10.6257,0.1947,10.80
580,0.3432,10.5965,0.1932,10.80
590,0.3351,10.7011,0.1996,10.74
600,0.3319,10.7415,0.2047,10.41
610,0.3305,10.7604,0.2101,11.00
620,0.3288,10.7824,0.2125,11.68
630,0.3267,10.8111,0.2153,11.60
640,0.3274,10.8012,0.2142,11.62
650,0.3281,10.7920,0.2151,11.65
660,0.3151,10.9679,0.2209,12.73
670,0.2628,11.7558,0.2385,14.39
680,0.2618,11.7722,0.2469,15.01
690,0.2568,11.8569,0.2497,14.87
700,0.2533,11.9153,0.2580,15.54
710,0.2567,11.8577,0.2545,14.53
720,0.2545,11.8955,0.2511,14.21
730,0.2542,11.9002,0.2531,14.40
740,0.2576,11.8435,0.2566,14.72
750,0.2410,12.1327,0.2625,15.24
760,0.2349,12.2431,0.2620,15.18
770,0.2284,12.3651,0.2659,15.56
780,0.2227,12.4755,0.2737,15.74
790,0.2145,12.6382,0.2674,15.20
800,0.2158,12.6122,0.2656,16.05
810,0.2124,12.6802,0.2661,15.98
820,0.2124,12.6804,0.2642,15.88
830,0.2053,12.8286,0.2721,16.93
840,0.1663,13.7440,0.2765,17.47
850,0.1630,13.8316,0.2788,18.07
860,0.1658,13.7554,0.2806,17.92
870,0.1661,13.7480,0.2782,18.60
880,0.1485,14.2346,0.3025,20.28
890,0.1454,14.3258,0.3128,21.70
900,0.1411,14.4561,0.3213,22.42
910,0.1404,14.4782,0.3187,22.54
920,0.1429,14.4032,0.3143,22.69
930,0.1432,14.3940,0.3087,23.41
940,0.1466,14.2902,0.2959,22.32
950,0.1484,14.2376,0.2927,21.34
960,0.1595,13.9234,0.2803,20.01
970,0.1609,13.8870,0.2764,19.07
980,0.1774,13.4621,0.2773,17.43
990,0.1959,13.0323,0.2679,16.39
