Epoch,Batch,LossD,LossG,LossG_recon,MSE,PSNR,SSIM
1,1,1.54112,2.14461,0.10244,0.0795,16.9407,0.7828
1,2,1.59824,1.91372,0.10087,0.0761,17.1623,0.7815
1,3,1.41833,1.86914,0.10061,0.0777,17.0873,0.7887
1,4,1.42482,1.82013,0.09521,0.0688,17.6182,0.7817
1,5,1.30787,1.73457,0.08644,0.0590,18.3497,0.7864
1,6,1.31341,1.62793,0.07776,0.0480,19.2081,0.7870
1,7,1.32469,1.55974,0.06960,0.0415,20.0304,0.7924
1,8,1.30850,1.52306,0.06602,0.0384,20.5638,0.7974
1,9,1.35835,1.49002,0.06874,0.0447,20.1614,0.7990
1,10,1.30398,1.36777,0.05679,0.0303,21.4608,0.8043
1,11,1.35630,1.39636,0.06178,0.0357,20.8901,0.8020
1,12,1.36888,1.30084,0.05303,0.0291,22.5081,0.8153
1,13,1.34290,1.29562,0.04872,0.0232,22.7089,0.8162
1,14,1.36082,1.22257,0.04302,0.0200,23.7379,0.8282
1,15,1.41036,1.23016,0.04567,0.0243,23.2431,0.8356
1,16,1.41029,1.26883,0.05136,0.0348,22.7044,0.8411
1,17,1.36407,1.17586,0.04476,0.0260,23.4092,0.8420
1,18,1.37962,1.11790,0.03835,0.0181,24.5399,0.8566
1,19,1.36208,1.14952,0.04375,0.0305,23.6451,0.8559
1,20,1.38794,1.16015,0.04534,0.0311,23.5761,0.8507
1,21,1.36912,1.08957,0.03353,0.0152,25.3351,0.8667
1,22,1.41056,1.25884,0.05403,0.0401,21.9812,0.8429
1,23,1.40374,1.21443,0.04859,0.0333,22.1671,0.8517
1,24,1.38780,1.17573,0.04397,0.0318,24.0310,0.8612
1,25,1.41477,1.21167,0.04835,0.0338,22.1160,0.8482
1,26,1.41731,1.12470,0.03886,0.0249,25.7287,0.8668
1,27,1.47456,1.09120,0.03707,0.0213,24.6354,0.8638
1,28,1.41141,1.10689,0.03868,0.0241,24.1076,0.8643
1,29,1.38683,1.24779,0.05265,0.0398,21.7745,0.8581
1,30,1.37552,1.05756,0.03384,0.0195,25.0264,0.8763
1,31,1.37572,1.03684,0.03383,0.0202,25.9533,0.8800
1,32,1.38923,1.11979,0.04272,0.0279,23.6560,0.8669
1,33,1.36116,0.97518,0.02580,0.0127,28.1644,0.8966
1,34,1.39811,1.15891,0.04420,0.0317,22.6743,0.8673
1,35,1.38781,1.01835,0.03105,0.0163,25.1616,0.8817
1,36,1.37450,1.17427,0.04480,0.0330,23.7281,0.8727
1,37,1.37661,1.20890,0.04211,0.0205,23.3800,0.8569
1,38,1.37962,1.20188,0.05052,0.0356,21.7738,0.8615
1,39,1.37231,1.15015,0.04516,0.0342,22.5513,0.8747
1,40,1.35943,1.05587,0.03305,0.0211,25.3852,0.8897
1,41,1.35489,1.16149,0.04206,0.0303,21.9377,0.8782
1,42,1.35968,1.05288,0.03196,0.0210,26.3429,0.8874
1,43,1.35998,1.24257,0.05371,0.0422,22.8236,0.8685
1,44,1.36238,1.07701,0.03400,0.0230,26.2724,0.8868
1,45,1.36989,1.01209,0.02977,0.0186,25.7732,0.8888
1,46,1.35585,1.13337,0.03981,0.0308,24.3503,0.8848
1,47,1.35642,1.18245,0.04246,0.0291,23.9949,0.8883
1,48,1.36875,1.07287,0.03681,0.0262,25.5945,0.8888
1,49,1.36870,1.08019,0.03648,0.0217,24.5569,0.8801
1,50,1.38474,1.01683,0.03009,0.0167,25.0840,0.8866
1,51,1.38792,1.02487,0.02924,0.0165,25.2315,0.8980
1,52,1.37954,1.04870,0.03604,0.0262,26.1206,0.8934
